Name,Year,Score,Genre,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024
Rock-A-Doodle,1992,63.0,"Comedy,Family,Animation,Fantasy,Music", English,18000000.0,11657385.0,-6342615.0,36640841.0548824,23729799.494476125,-12911041.560406273
In Hell,2003,64.0,Action, English,17000000.0,293671.0,-16706329.0,26386494.565217394,455820.48502717394,-25930674.08019022
Southbound,2016,59.0,"Fantasy,Thriller,Horror,Science Fiction", English,9830000.0,23665.0,-9806335.0,11697154.041340461,28160.035644793694,-11668994.005695667
Julie & Julia,2009,67.0,"Romance,Drama", English,40000000.0,131516178.0,91516178.0,53248623.78051339,175076387.0843258,121827763.30381241
Playing by Heart,1998,66.0,"Comedy,Drama,Romance", English,20000000.0,3970078.0,-16029922.0,35042331.28834356,6956039.425828221,-28086291.86251534
Cry_Wolf,2005,58.0,"Horror,Thriller", English,1000000.0,10047674.0,9047674.0,1462339.9897593448,14693115.494265234,13230775.50450589
Maniac,2013,61.0,Horror, English,350000.0,10000000.0,9650000.0,429084.55208471953,12259558.630991986,11830474.078907268
Hope Floats,1998,63.0,"Romance,Drama,Comedy", English,30000000.0,81529000.0,51529000.0,52563496.932515346,142848311.3803681,90284814.44785278
Boo 2! A Madea Halloween,2018,57.0,"Horror,Comedy", English,25000000.0,48333932.0,23333932.0,28433596.036749277,54972299.89422836,26538703.857479084
Billy Lynn's Long Halftime Walk,2017,60.0,"Drama,War", English,40000000.0,30930984.0,-9069016.0,46604928.19843342,36038407.21067233,-10566520.987761097
Needful Things,1993,62.0,"Drama,Horror", English,14586840.6,15185672.0,598831.4000000004,28829956.686207615,30013508.614809692,1183551.928602077
Dear Frankie,2004,70.0,"Drama,Family", English,4600000.0,3099369.0,-1500631.0,6954669.137109582,4685888.245394389,-2268780.891715193
House Party,1990,64.0,Comedy, English,2500000.0,26386000.0,23886000.0,5462796.480489672,57656539.17368019,52193742.69319052
Frankie and Johnny,1991,67.0,"Drama,Romance,Comedy", English,29000000.0,22773535.0,-6226465.0,60809508.07635831,47753360.70723202,-13056147.369126286
Mighty Aphrodite,1995,68.0,"Comedy,Romance", English,15000000.0,6700000.0,-8300000.0,28109744.09448819,12555685.695538059,-15554058.398950132
Ricochet,1991,60.0,"Crime,Thriller,Action", English,4020000.2,21760000.0,17739999.8,8429456.366512483,45628099.85315713,37198643.48664465
Arctic Blast,2010,55.0,"Science Fiction,Action", English,5000000.0,29587116.4,24587116.4,6548661.811644716,38751203.85707342,32202542.0454287
Road Wars,2015,39.0,"Science Fiction,Action", English,102800000.0,814383781.6,711583781.6,123869452.40214838,981296430.6613114,857426978.2591629
Eight Crazy Nights,2002,52.0,"Animation,Comedy,Music", English,12200000.0,23833131.0,11633131.0,19367754.30794886,37835592.26206226,18467837.954113398
Another 48 Hrs.,1990,60.0,"Thriller,Action,Comedy,Crime,Drama", English,38000000.0,153518974.0,115518974.0,83034506.50344302,335457164.3422342,252422657.8387912
An American Crime,2007,73.0,"Crime,Drama,Horror", English,2000000.0,27414351.2,25414351.2,2754820.5380482487,37760808.86151382,35005988.32346558
Red Planet,2000,57.0,"Thriller,Action,Science Fiction", English,80000000.0,33463969.0,-46536031.0,132680603.94889666,55500245.21808945,-77180358.73080721
Barely Legal,2005,62.0,Comedy, English,161400000.0,287419513.4,126019513.39999998,236021674.34715825,420305048.28199184,184283373.9348336
Pride and Glory,2008,64.0,"Crime,Drama,Mystery,Thriller", English,30000000.0,32262866.0,2262866.0,39794382.80005388,42796027.99436144,3001645.194307558
Southland Tales,2008,51.0,"Science Fiction,Thriller,Comedy", English,17000000.0,364607.0,-16635393.0,22550150.253363866,483643.6843193082,-22066506.56904456
Duck Soup,1993,73.0,"Comedy,War", English,138000000.0,590317034.4,452317034.4,272748166.08996546,1166723830.0309205,893975663.940955
Captain Corelli's Mandolin,2001,59.0,"Drama,Romance,War", English,57000000.0,62097495.0,5097495.0,91919339.35629588,100139661.6856296,8220322.3293337105
Joe Dirt,2001,56.0,"Mystery,Adventure,Comedy,Romance,Drama", English,16000000.0,30987695.0,14987695.0,25801919.819311127,49971376.36095427,24169456.541643143
Excision,2012,62.0,"Drama,Horror", English,112000000.0,281823245.2,169823245.2,139318274.86781016,350563645.8831416,211245371.01533142
The Boat That Rocked,2009,73.0,"Drama,Comedy", English,50000000.0,37472651.0,-12527349.0,66560779.72564174,49884177.378936976,-16676602.346704766
iParty with Victorious,2011,76.0,"TV Movie,Comedy,Family,Music", English,135000000.0,547825373.4,412825373.4,171403469.38503328,695549404.5771209,524145935.19208765
Crying Freeman,1995,64.0,"Action,Crime", English,6100000.0,211802400.4,205702400.4,11431295.93175853,396914084.9228216,385482788.991063
Hereafter,2011,60.0,"Drama,Fantasy", English,50000000.0,108660270.0,58660270.0,63482766.438901216,137961090.8319589,74478324.39305767
A Scanner Darkly,2006,68.0,"Animation,Science Fiction,Thriller", English,20000000.0,7405084.0,-12594916.0,28332837.301587306,10490352.008829366,-17842485.29275794
Just Getting Started,2017,49.0,"Action,Comedy", English,22000000.0,6756412.0,-15243588.0,25632710.509138383,7872052.403475849,-17760658.105662532
A Most Wanted Man,2014,65.0,Thriller, English,15000000.0,36068890.0,21068890.0,18095790.247364156,43513004.526350036,25417214.278985877
Scream: The Inside Story,2011,59.0,"Documentary,Horror", English,124000000.0,417803439.0,293803439.0,157437260.76847503,530466362.70813423,373029101.93965924
Wonder Wheel,2017,64.0,"Drama,Romance", English,25000000.0,15366466.0,-9633534.0,29128080.12402089,17903826.11484171,-11224254.009179179
A Dark Truth,2012,56.0,"Action,Thriller", English,20400000.0,5750.0,-20394250.0,25375828.63663685,7152.500718659896,-25368676.13591819
The Hunted,2003,62.0,"Drama,Action,Thriller,Crime", English,55000000.0,47213095.0,-7786905.0,85368070.65217392,73281651.44850545,-12086419.203668479
Sea of Love,1990,66.0,"Crime,Drama,Romance,Mystery,Thriller", English,19000000.0,110879513.0,91879513.0,41517253.25172151,242284885.34992355,200767632.09820205
Jackass 3.5,2011,63.0,"Comedy,Documentary,Action", English,78260000.0,597269154.8,519009154.7999999,99363226.03016819,758325965.1065667,658962739.0763984
Charlie Countryman,2013,64.0,"Action,Comedy,Drama,Romance,Thriller", English,46010000.0,11650.0,-45998350.0,56406229.26119413,14282.385805105665,-56391946.875389025
Tank Girl,2004,54.0,"Action,Comedy,Science Fiction", English,25000000.0,4064333.0,-20935667.0,37797114.875595555,6144802.451746956,-31652312.4238486
Children of the Corn,2009,45.0,"Horror,Thriller,TV Movie", English,4500000.0,2264858.8,-2235141.2,5990470.175307756,3015015.3539296254,-2975454.8213781314
American Animals,2018,68.0,"Drama,Crime,Documentary", English,3000000.0,2847319.0,-152681.0,3412031.524409913,3238380.7293504365,-173650.79505947666
Stitches,2012,63.0,Horror, English,2000000.0,63555.0,-1936445.0,2487826.336925181,79056.90142163995,-2408769.435503541
Dream Lover,1994,58.0,"Drama,Mystery,Thriller", English,161000000.0,321470286.6,160470286.60000002,310261774.6288799,619502742.9252836,309240968.2964036
Little Buddha,1994,62.0,"Drama,History", English,35000000.0,4858139.0,-30141861.0,67448211.87584347,9362079.674122809,-58086132.201720655
To Die For,1996,66.0,"Drama,Comedy,Crime", English,20000000.0,27688744.0,7688744.0,36404716.37985978,50400043.611727215,13995327.231867433
A Christmas Prince,2017,66.0,"Romance,TV Movie", English,74240000.0,348883504.2,274643504.2,86498746.73629244,406492266.5714711,319993519.8351787
Love in the Time of Cholera,2007,66.0,"Drama,Romance", English,45000000.0,31077418.0,-13922582.0,61983462.1060856,42806354.68795516,-19177107.41813043
Blue Crush 2,2011,58.0,"Adventure,Drama", English,7000000.0,63308493.0,56308493.0,8887587.30144617,80379965.49435626,71492378.19291008
Rent,2006,68.0,"Drama,Romance", English,40000000.0,31670620.0,-8329380.0,56665674.60317461,44865926.18501985,-11799748.418154763
"You, Me and Dupree",2006,56.0,"Comedy,Romance", English,54000000.0,130402010.0,76402010.0,76498660.71428573,184732946.65649804,108234285.94221231
Ticking Clock,2011,54.0,"Action,Thriller,Crime", English,6000000.0,8246641.2,2246641.2,7617931.972668146,10470391.944100402,2852459.9714322556
Inconceivable,2017,57.0,"Thriller,Drama", English,105400000.0,399901684.4,294501684.4,122803985.80287206,465934732.19736457,343130746.39449245
Cabin Fever,2016,47.0,Horror, English,1500000.0,30351664.0,28851664.0,1784916.6899298772,36116794.42716254,34331877.73723266
Jim & Andy: The Great Beyond,2017,75.0,"Documentary,Comedy", English,78000000.0,324830187.2,246830187.2,90879609.98694517,378467188.77849215,287587578.791547
Universal Soldier II: Brothers in Arms,1998,44.0,"Action,Science Fiction", English,94800000.0,512376076.6,417576076.6,166100650.30674848,897742611.0219449,731641960.7151965
Bionicle: The Legend Reborn,2009,58.0,"Action,Adventure,Animation,Family,Science Fiction", English,108000000.0,535664841.4,427664841.4,143771284.20738617,713085390.3039243,569314106.0965382
The Land Before Time VIII: The Big Freeze,2001,60.0,"Animation,Adventure,Family", English,79000000.0,720517684.0,641517684.0,127396979.10784869,1161921219.4352345,1034524240.3273858
The Smurfs: A Christmas Carol,2011,68.0,"Comedy,Family,Animation", English,137600000.0,822914687.2,685314687.2,174704573.23985615,1044818017.7331811,870113444.493325
Feels Like Euphoria,2017,51.0,"Drama,Romance", English,109800000.0,357494447.2,247694447.2,127930527.90469974,416525076.0773662,288594548.17266643
Norm of the North,2016,47.0,"Adventure,Animation,Comedy,Family", English,18000000.0,30535660.0,12535660.0,21419000.279158525,36335739.4480161,14916739.168857574
Futurama: Into the Wild Green Yonder,2009,70.0,"Animation,Comedy,Science Fiction,TV Movie", English,171000000.0,630465014.4,459465014.4,227637866.66169474,839284858.9640388,611646992.3023442
Shortcut to Happiness,2003,56.0,"Fantasy,Drama,Comedy,Science Fiction", English,137800000.0,627815705.0,490015705.0,213885820.65217394,974462099.2906251,760576278.6384511
Making 'Toy Story',1995,70.0,Documentary, English,100140523.8,625891229.0,525750705.2,187661633.16706693,1172909485.211647,985247852.0445801
Blinded by the Light,2019,70.0,"Drama,Comedy", English,15000000.0,18136756.0,3136756.0,16756533.167486124,20260610.23097353,3504077.063487407
Heart and Souls,1993,70.0,"Fantasy,Comedy,Romance", English,28808000.0,16589540.0,-12218460.0,56937167.88927337,32788163.849826995,-24149004.03944637
Hours,2013,66.0,"Drama,Thriller", English,4000000.0,101722633.6,97722633.6,4903823.452396795,124707459.07181154,119803635.61941475
Stand Up Guys,2012,60.0,"Thriller,Comedy,Action", English,105000000.0,457250016.0,352250016.0,130610882.68857202,568779316.1821302,438168433.4935582
The Haunting of La Llorona,2019,56.0,Horror, English,500000.0,2301961.6,1801961.6,558551.1055828708,2571526.3933786284,2012975.2877957576
Above the Rim,1994,69.0,Crime, English,62500000.0,520816421.6,458316421.6,120443235.49257761,1003661038.6427262,883217803.1501486
A Single Man,2010,73.0,"Drama,Romance", English,7000000.0,28142379.0,21142379.0,9168126.536302602,36858984.529226445,27690857.99292384
Lucky You,2007,56.0,"Drama,Romance", English,55000000.0,6521829.0,-48478171.0,75757564.79632683,8983234.237419335,-66774330.5589075
Domino,2005,60.0,"Action,Crime", English,50000000.0,23574057.0,-26425943.0,73116999.48796724,34473286.27196621,-38643713.21600103
Realms,2018,42.0,"Horror,Mystery", English,144000000.0,566095976.8,422095976.7999999,163777513.17167583,643845772.8944075,480068259.72273165
Harsh Times,2006,64.0,"Crime,Drama,Thriller,Action", English,2000000.0,6225304.0,4225304.0,2833283.7301587304,8819026.269246032,5985742.539087302
Nightwatch,1998,61.0,"Drama,Horror,Mystery,Thriller", English,9146840.6,1179002.0,-7967838.6,16026330.927343559,2065748.9336809819,-13960581.993662577
Freelancers,2012,51.0,"Mystery,Drama,Action,Crime", English,11000000.0,3238620.8,-7761379.2,13683044.853088496,4028563.0607768497,-9654481.792311646
Election,1999,68.0,"Comedy,Romance", English,8500000.0,17202854.0,8702854.0,14571173.469387757,29490090.565006007,14918917.09561825
House at the End of the Street,2012,58.0,"Horror,Thriller", English,6900000.0,44103982.0,37203982.0,8583000.862391874,54861523.99143706,46278523.12904519
Arlington Road,1999,70.0,"Crime,Drama,Thriller,Mystery", English,21500000.0,24419219.0,2919219.0,36856497.59903962,41860785.4159964,5004287.816956784
The New World,2006,65.0,"Drama,History,Romance", English,30000000.0,26184400.0,-3815600.0,42499255.952380955,37093917.251984134,-5405338.7003968265
Freaked,1993,60.0,"Comedy,Science Fiction,Horror", English,13000000.0,29296.0,-12970704.0,25693667.82006921,57901.66865051904,-25635766.15141869
Deep in the Valley,2009,51.0,Comedy, English,138000000.0,121005503.2,-16994496.799999997,183707752.0427712,161084412.88171273,-22623339.161058463
The Good Liar,2019,67.0,Crime, English,10000000.0,33209936.0,23209936.0,11171022.111657416,37098892.93827277,25927870.82661535
Blood Work,2002,62.0,"Crime,Thriller,Action", English,50000000.0,26199517.0,-23800483.0,79376042.24569206,41592279.364174545,-37783762.881517515
Hoodlum,1998,64.0,"Crime,Drama", English,30000000.0,23461013.0,-6538987.0,52563496.932515346,41106429.49530675,-11457067.437208591
War Machine,2017,56.0,"Comedy,Drama,War", English,60000000.0,150038957.8,90038957.80000001,69907392.29765013,174813871.38091958,104906479.08326943
Fever Pitch,2005,62.0,"Comedy,Drama,Romance", English,40000000.0,50071069.0,10071069.0,58493599.59037379,73220926.52869944,14727326.938325655
Acts of Violence,2018,57.0,"Action,Crime,Thriller", English,10700000.0,386790.0,-10313210.0,12169579.10372869,439913.2244421701,-11729665.87928652
Small Fry,2011,69.0,"Animation,Family,Comedy", English,116400000.0,187299322.0,70899322.0,147787880.26976204,237805582.25381106,90017701.984049
Brüno,2009,56.0,Comedy, English,42000000.0,138708527.0,96708527.0,55911054.96953906,184650954.2343046,128739899.26476553
Lady Chatterley's Lover,2015,64.0,"Romance,Drama", English,102000000.0,254278668.2,152278668.2,122905487.79201493,306394546.5708325,183489058.77881756
Felony,2014,57.0,"Mystery,Thriller,Crime", English,169600000.0,453824304.6,284224304.6,204603068.39686406,547487295.0131667,342884226.6163026
Hustle & Flow,2005,71.0,"Crime,Drama,Music", English,2800000.0,23591783.0,20791783.0,4094551.9713261654,34499207.71062469,30404655.73929852
Batman vs. Two-Face,2017,64.0,"Action,Animation,Comedy", English,99700000.0,288791629.6,189091629.6,116162783.53459531,336477829.0454145,220315045.5108192
Children of the Corn IV: The Gathering,1996,44.0,Horror, English,108800000.0,615996146.8,507196146.7999999,198041657.10643724,1121258250.7670236,923216593.6605862
Meet Bill,2007,61.0,"Comedy,Drama,Romance", English,5000000.0,346592.0,-4653408.0,6887051.345120622,477399.3799616093,-6409651.965159012
Shanghai,2012,61.0,"Drama,Thriller,Mystery,Crime", English,50000000.0,15505922.0,-34494078.0,62195658.42312953,19288020.56495379,-42907637.85817574
Hardball,2001,64.0,Drama, English,21000000.0,43728560.0,22728560.0,33865019.76284585,70517549.93337099,36652530.17052513
Last Knights,2015,65.0,"Action,Adventure", English,40000000.0,3643591.0,-36356409.0,48198230.506672524,4390365.972250936,-43807864.534421586
Full Out,2015,73.0,"History,Drama,Family", English,1500000.0,21889329.6,20389329.6,1807433.6440002196,26375673.842433248,24568240.198433027
Bloodsport II,1996,54.0,"Action,Thriller", English,5145817.8,684351.0,-4461466.8,9366601.877571702,1245680.2029636712,-8120921.67460803
Below,2002,61.0,"Thriller,Horror,Mystery", English,40000000.0,2622015.0,-37377985.0,63500833.79655365,4162503.4681767654,-59338330.32837688
Billboard Dad,1998,61.0,"Comedy,Family,TV Movie", English,150740000.0,536390826.2,385650826.2,264114050.92024544,939819251.5864357,675705200.6661903
It Happened One Night,2001,79.0,"Comedy,Romance", English,325000.0,2500000.0,2175000.0,524101.49632975727,4031549.9717673636,3507448.475437606
"Honey, We Shrunk Ourselves",1997,54.0,"Adventure,Comedy,Family,Science Fiction,Action", English,7000000.0,27003060.4,20003060.4,12455856.697819317,48049464.39213707,35593607.69431776
Perfect Sense,2011,69.0,"Drama,Science Fiction,Romance", English,12200120.0,138868.0,-12061252.0,15489947.36973135,176314.49619674668,-15313632.873534603
Robin Williams: Come Inside My Mind,2018,79.0,Documentary, English,126000000.0,601130942.4,475130942.4,143305324.02521634,683692575.2556798,540387251.2304635
Backstabbing for Beginners,2018,62.0,"Thriller,Drama,History", English,122600000.0,498968271.6,376368271.6,139438354.96421844,567498490.7931758,428060135.82895744
Metallica: Through the Never,2013,68.0,Music, English,18000000.0,7972967.0,-10027033.0,22067205.535785574,9774505.639946429,-12292699.895839147
"Where'd You Go, Bernadette",2019,67.0,"Comedy,Drama", English,20000000.0,296432421.6,276432421.6,22342044.223314833,331145313.63057536,308803269.40726054
The Love Guru,2008,42.0,"Comedy,Romance", English,62000000.0,40159017.0,-21840983.0,82241724.45344469,53270109.845729046,-28971614.60771564
